,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
4802,Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,31,22,5657,33270
4803,Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,31,22,5657,28115
4804,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,21,5657,30610
4805,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29,20,5657,27405
4806,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29,20,5657,32610
4807,Ford,Fusion,2017,regular unleaded,175,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,32,21,5657,22610
4808,Ford,Fusion,2017,regular unleaded,175,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,32,21,5657,23610
4809,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,21,5657,36620
4810,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29,20,5657,38620
4811,Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,20,15,190,39550
4812,Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,15,190,38050
4813,Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42150
4814,Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,43600
4815,Infiniti,FX35,2010,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42850
4816,Infiniti,FX35,2010,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44300
4817,Infiniti,FX45,2006,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,49750
4818,Infiniti,FX45,2007,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,49850
4819,Infiniti,FX45,2008,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,50100
4820,Infiniti,FX50,2009,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,58400
4821,Infiniti,FX50,2010,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,59000
4822,Infiniti,FX,2011,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44050
4823,Infiniti,FX,2011,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42600
4824,Infiniti,FX,2011,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,20,14,190,57600
4825,Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,43700
4826,Infiniti,FX,2012,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,59800
4827,Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,16,190,52000
4828,Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,45150
4829,Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,16,190,53400
4830,Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,44950
4831,Infiniti,FX,2013,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,61500
4832,Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,16,190,46400
4833,Mercedes-Benz,G-Class,2015,premium unleaded (required),382,8,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,617,115400
4834,Mercedes-Benz,G-Class,2015,premium unleaded (required),536,8,AUTOMATIC,four wheel drive,4.0,"Factory Tuner,Luxury",Midsize,4dr SUV,14,12,617,137100
4835,Mercedes-Benz,G-Class,2016,premium unleaded (required),416,8,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,13,617,119900
4836,Mercedes-Benz,G-Class,2016,premium unleaded (required),563,8,AUTOMATIC,four wheel drive,4.0,"Factory Tuner,Luxury",Midsize,4dr SUV,14,12,617,139900
4837,Mercedes-Benz,G-Class,2016,premium unleaded (required),621,12,AUTOMATIC,four wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,13,11,617,217900
4838,Infiniti,G Convertible,2011,premium unleaded (required),325,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,50200
4839,Infiniti,G Convertible,2011,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,45750
4840,Infiniti,G Convertible,2011,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,58000
4841,Infiniti,G Convertible,2012,premium unleaded (required),325,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,51300
4842,Infiniti,G Convertible,2012,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,46650
4843,Infiniti,G Convertible,2013,premium unleaded (required),343,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Convertible,25,17,190,61450
4844,Infiniti,G Convertible,2013,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,47900
4845,Infiniti,G Convertible,2013,premium unleaded (recommended),325,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,52750
4846,Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,38600
4847,Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,190,43350
4848,Infiniti,G Coupe,2011,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,48900
4849,Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190,40250
4850,Infiniti,G Coupe,2011,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190,50800
4851,Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,27,19,190,37150
4852,Infiniti,G Coupe,2012,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190,51700
4853,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,27,19,190,37800
4854,Infiniti,G Coupe,2012,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,49800
4855,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190,40900
4856,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,39250
4857,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,190,44200
4858,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,190,45500
4859,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190,42050
4860,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,40400
4861,Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190,53100
4862,Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,51200
4863,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41550
4864,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,44150
4865,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,39950
4866,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,35800
4867,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,37400
4868,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,32000
4869,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25,17,190,40200
4870,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,35000
4871,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,33400
4872,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,44750
4873,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,41500
4874,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,36900
4875,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,33100
4876,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25,18,190,38500
4877,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41850
4878,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,46050
4879,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,19,190,45450
4880,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,36100
4881,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,40250
4882,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,34500
4883,Infiniti,G Sedan,2013,premium unleaded (required),328,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37150
4884,Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,34550
4885,Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,32950
4886,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,2251
4887,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,2449
4888,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,28,20,190,22195
4889,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,21395
4890,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,28,20,190,24895
4891,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,24095
4892,Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,23,20,190,22195
4893,Infiniti,G20,2002,regular unleaded,145,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,21395
4894,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,33250
4895,Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,24,17,190,33800
4896,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,17,190,33200
4897,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,17,190,31450
4898,Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,190,31200
4899,Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,16,190,33450
4900,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,190,33450
4901,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,23,17,190,33950
4902,Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,17,190,34050
4903,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,24,17,190,31900
4904,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,24,17,190,31450
4905,Infiniti,G35,2007,premium unleaded (required),306,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,32250
4906,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,24,17,190,32250
4907,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,17,190,34750
4908,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190,32700
4909,Infiniti,G35,2008,premium unleaded (required),306,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,33050
4910,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,46950
4911,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,54900
4912,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,44350
4913,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,37500
4914,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,27,19,190,36050
4915,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,25,18,190,39150
4916,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,27,19,190,50550
4917,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,190,40400
4918,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,19,190,43350
4919,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,33250
4920,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,36050
4921,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,43550
4922,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37000
4923,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,34450
4924,Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,18,190,35650
4925,Infiniti,G37,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,26,17,190,36200
4926,Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,18,190,34900
4927,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,18,190,33700
4928,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,18,190,33250
4929,Infiniti,G37,2009,premium unleaded (required),328,6,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,34250
4930,Infiniti,G37,2009,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,190,43850
4931,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,35750
4932,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,25,18,190,38700
4933,Infiniti,G37,2009,premium unleaded (required),330,6,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,190,37000
4934,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,26,18,190,35900
4935,Infiniti,G37,2009,premium unleaded (required),325,6,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,43900
4936,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,26,18,190,36650
4937,Pontiac,G3,2009,regular unleaded,106,4,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,210,14335
4938,Pontiac,G5,2007,regular unleaded,148,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,31,22,210,14775
4939,Pontiac,G5,2007,regular unleaded,173,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,31,22,210,18425
4940,Pontiac,G5,2008,regular unleaded,171,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,32,22,210,19850
4941,Pontiac,G5,2008,regular unleaded,148,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,33,24,210,15675
4942,Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,37,25,210,16980
4943,Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,35,25,210,20280
4944,Pontiac,G6,2008,regular unleaded,217,6,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Convertible,26,17,210,30210
4945,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,210,26755
4946,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,210,23100
4947,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,26960
4948,Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,22,210,18765
4949,Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,22,210,20290
4950,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,23100
4951,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,28580
4952,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,22,210,19275
4953,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,24180
4954,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,210,28960
4955,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,26,17,210,24710
4956,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,33,22,210,22220
4957,Pontiac,G6,2009,regular unleaded,217,6,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Convertible,26,17,210,32300
4958,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,22,210,20490
4959,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,22,210,21165
4960,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,29060
4961,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,210,24080
4962,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,210,28480
4963,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,26,17,210,24610
4964,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Convertible,26,17,210,31870
4965,Pontiac,G6,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,22,210,21275
4966,Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,21,41400
4967,Genesis,G80,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,21,54550
4968,Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,21,43900
4969,Pontiac,G8,2008,regular unleaded,361,8,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,24,15,210,29310
4970,Pontiac,G8,2008,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,25,17,210,26910
4971,Pontiac,G8,2009,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,24,15,210,31755
4972,Pontiac,G8,2009,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,25,17,210,28250
4973,Pontiac,G8,2009,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,20,13,210,37610
4974,Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,21599
4975,Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,23999
4976,Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,21599
4977,Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,23999
4978,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,21899
4979,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,30,21,436,24299
4980,Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,12,1158,248000
4981,Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,20,12,1158,225400
